% ************************************************************************
% Desai and Sibois Model from 
% "Evaluating predicted diurnal and semi-diurnal tidal variation..." supporting material
% https://ivscc.gsfc.nasa.gov/hfeop_wg/models/desai_model_jgrb51665-sup-0002-ds01.txt
%
%   Oceanic tidal terms present in x (microas),y(microas),ut1(microseconds), LOD(microseconds)       
%   NARG(j,6) : Multipliers of GMST+pi and Delaunay arguments. 
%                                x                y                 UT1              LOD
%gamma  l l0  F  D Omega   Sin      Cos      Sin      Cos      Sin      Cos      Sin      Cos 
     1,-2, 0,-2,-2,-2,   -0.11,    0.24,   -0.24,   -0.11,    0.07,   -0.01,   -0.05,   -0.34
     1, 0, 0,-2,-4,-2,   -0.07,    0.15,   -0.15,   -0.07,    0.04,   -0.01,   -0.03,   -0.21
     1,-3, 0,-2, 0,-1,   -0.03,    0.10,   -0.10,   -0.03,    0.03,   -0.01,   -0.03,   -0.13
     1,-3, 0,-2, 0,-2,   -0.16,    0.54,   -0.54,   -0.16,    0.14,   -0.03,   -0.15,   -0.71
     1,-1, 0,-2,-2,-1,   -0.07,    0.26,   -0.26,   -0.07,    0.07,   -0.02,   -0.08,   -0.34
     1,-1, 0,-2,-2,-2,   -0.37,    1.40,   -1.40,   -0.37,    0.35,   -0.08,   -0.42,   -1.80
     1,-1, 1,-2,-2,-2,   -0.03,    0.10,   -0.10,   -0.03,    0.03,   -0.01,   -0.03,   -0.13
     1, 1, 0,-2,-4,-2,   -0.06,    0.27,   -0.27,   -0.06,    0.06,   -0.02,   -0.08,   -0.34
     1,-2, 0,-2, 0,-1,   -0.04,    0.83,   -0.83,   -0.04,    0.18,   -0.06,   -0.33,   -0.95
     1,-2, 0,-2, 0,-2,   -0.19,    4.41,   -4.41,   -0.19,    0.94,   -0.32,   -1.74,   -5.05
     1, 0, 0,-2,-2,-1,   -0.01,    0.99,   -0.99,   -0.01,    0.20,   -0.07,   -0.40,   -1.11
     1, 0, 0,-2,-2,-2,   -0.03,    5.24,   -5.24,   -0.03,    1.08,   -0.40,   -2.14,   -5.86
     1, 0, 1,-2,-2,-2,    0.01,    0.35,   -0.35,    0.01,    0.07,   -0.03,   -0.15,   -0.39
     1, 2, 0,-2,-4,-2,    0.00,    0.16,   -0.16,    0.00,    0.03,   -0.01,   -0.07,   -0.17
     1,-3, 0,-2, 2,-2,   -0.02,   -0.09,    0.09,   -0.02,   -0.02,    0.01,    0.05,    0.09
     1,-1,-1,-2, 0,-2,   -0.05,   -0.25,    0.25,   -0.05,   -0.04,    0.02,    0.12,    0.24
     1, 1, 0,-4, 0,-2,   -0.03,   -0.11,    0.11,   -0.03,   -0.02,    0.01,    0.06,    0.11
     1,-1, 0,-2, 0, 0,   -0.04,   -0.17,    0.17,   -0.04,   -0.03,    0.01,    0.08,    0.16
     1,-1, 0,-2, 0,-1,    1.33,    5.46,   -5.46,    1.33,    0.92,   -0.49,   -2.73,   -5.17
     1,-1, 0,-2, 0,-2,    7.08,   28.95,  -28.95,    7.08,    4.88,   -2.58,  -14.48,  -27.39
     1, 0, 0,-2,-1,-2,   -0.04,   -0.15,    0.15,   -0.04,   -0.03,    0.01,    0.08,    0.14
     1,-1, 1,-2, 0,-2,    0.07,    0.27,   -0.27,    0.07,    0.04,   -0.02,   -0.14,   -0.25
     1, 1, 0,-2,-2,-1,    0.29,    1.01,   -1.01,    0.29,    0.17,   -0.09,   -0.52,   -0.93
     1, 1, 0,-2,-2,-2,    1.53,    5.38,   -5.38,    1.53,    0.88,   -0.49,   -2.76,   -4.94
     1,-1, 0, 0,-2, 0,   -0.09,   -0.31,    0.31,   -0.09,   -0.05,    0.03,    0.16,    0.28
     1,-1, 0, 0,-2,-1,    0.03,    0.10,   -0.10,    0.03,    0.02,   -0.01,   -0.05,   -0.09
     1, 1, 1,-2,-2,-2,    0.07,    0.24,   -0.24,    0.07,    0.04,   -0.02,   -0.13,   -0.22
     1,-2, 0,-2, 2,-2,   -0.20,   -0.39,    0.39,   -0.20,   -0.05,    0.04,    0.22,    0.30
     1, 0,-1,-2, 0,-2,   -0.23,   -0.44,    0.44,   -0.23,   -0.06,    0.04,    0.25,    0.34
     1, 0, 0,-2, 0, 0,   -0.39,   -0.73,    0.73,   -0.39,   -0.09,    0.07,    0.42,    0.55
     1, 0, 0,-2, 0,-1,   12.84,   23.85,  -23.85,   12.84,    3.06,   -2.37,  -13.83,  -17.86
     1, 0, 0,-2, 0,-2,   68.16,  126.32, -126.32,   68.16,   16.18,  -12.55,  -73.30,  -94.50
     1,-2, 0, 0, 0, 0,   -0.44,   -0.81,    0.81,   -0.44,   -0.10,    0.08,    0.47,    0.60
     1,-2, 0, 0, 0,-1,   -0.07,   -0.13,    0.13,   -0.07,   -0.02,    0.01,    0.08,    0.10
     1, 0, 1,-2, 0,-2,    0.21,    0.38,   -0.38,    0.21,    0.05,   -0.04,   -0.22,   -0.28
     1, 0, 0, 0,-2, 0,   -0.93,   -1.60,    1.60,   -0.93,   -0.20,    0.16,    0.94,    1.16
     1, 0, 0, 0,-2,-1,    0.20,    0.35,   -0.35,    0.20,    0.04,   -0.03,   -0.20,   -0.25
     1, 0, 1, 0,-2, 0,   -0.06,   -0.10,    0.10,   -0.06,   -0.01,    0.01,    0.06,    0.07
     1,-1, 0,-2, 2,-1,   -0.13,   -0.18,    0.18,   -0.13,   -0.02,    0.02,    0.11,    0.11
     1,-1, 0,-2, 2,-2,   -0.59,   -0.79,    0.79,   -0.59,   -0.08,    0.08,    0.47,    0.51
     1, 1, 0,-2, 0,-1,   -0.42,   -0.55,    0.55,   -0.42,   -0.06,    0.05,    0.32,    0.35
     1, 1, 0,-2, 0,-2,   -2.26,   -2.96,    2.96,   -2.26,   -0.31,    0.29,    1.74,    1.88
     1,-1, 0, 0, 0, 1,    0.18,    0.24,   -0.24,    0.18,    0.02,   -0.02,   -0.14,   -0.15
     1,-1, 0, 0, 0, 0,   -6.28,   -8.22,    8.22,   -6.28,   -0.86,    0.79,    4.83,    5.22
     1,-1, 0, 0, 0,-1,   -1.26,   -1.65,    1.65,   -1.26,   -0.17,    0.16,    0.97,    1.05
     1, 1, 0, 0,-2, 0,   -1.20,   -1.54,    1.54,   -1.20,   -0.16,    0.15,    0.89,    0.98
     1, 1, 0, 0,-2,-1,   -0.26,   -0.34,    0.34,   -0.26,   -0.04,    0.03,    0.20,    0.21
     1, 0,-2,-2, 2,-2,    0.08,    0.10,   -0.10,    0.08,    0.01,   -0.01,   -0.05,   -0.07
     1, 0,-1,-2, 2,-2,    2.02,    2.55,   -2.55,    2.02,    0.29,   -0.21,   -1.29,   -1.80
     1, 0, 0,-2, 2,-1,   -0.38,   -0.49,    0.49,   -0.38,   -0.06,    0.04,    0.24,    0.35
     1, 0, 0,-2, 2,-2,   30.11,   42.73,  -42.73,   30.11,    5.22,   -3.08,  -19.30,  -32.71
     1, 0, 1,-2, 2,-2,   -0.28,   -0.36,    0.36,   -0.28,   -0.04,    0.03,    0.17,    0.27
     1, 0,-1, 0, 0, 0,   -0.80,   -1.03,    1.03,   -0.80,   -0.12,    0.08,    0.49,    0.76
     1, 0, 0, 0, 0, 1,    2.03,    2.65,   -2.65,    2.03,    0.32,   -0.20,   -1.24,   -2.02
     1, 0, 0, 0, 0, 0, -102.68, -134.45,  134.45, -102.68,  -16.29,    9.95,   62.69,  102.63
     1, 0, 0, 0, 0,-1,  -13.97,  -18.30,   18.30,  -13.97,   -2.22,    1.35,    8.52,   13.99
     1, 0, 0, 0, 0,-2,    0.30,    0.39,   -0.39,    0.30,    0.05,   -0.03,   -0.18,   -0.30
     1, 0, 1, 0, 0, 0,   -0.49,   -0.65,    0.65,   -0.49,   -0.08,    0.05,    0.29,    0.51
     1, 0, 0, 2,-2, 2,   -1.25,   -1.70,    1.70,   -1.25,   -0.22,    0.12,    0.74,    1.38
     1, 0, 1, 2,-2, 2,   -0.07,   -0.10,    0.10,   -0.07,   -0.01,    0.01,    0.04,    0.08
     1,-1, 0, 0, 2, 0,   -0.65,   -1.30,    1.30,   -0.65,   -0.23,    0.05,    0.34,    1.48
     1,-1, 0, 0, 2,-1,   -0.13,   -0.26,    0.26,   -0.13,   -0.05,    0.01,    0.07,    0.29
     1, 1, 0, 0, 0, 1,    0.09,    0.20,   -0.20,    0.09,    0.04,   -0.01,   -0.05,   -0.24
     1, 1, 0, 0, 0, 0,   -3.01,   -6.81,    6.81,   -3.01,   -1.26,    0.24,    1.54,    8.25
     1, 1, 0, 0, 0,-1,   -0.60,   -1.35,    1.35,   -0.60,   -0.25,    0.05,    0.30,    1.64
     1,-1, 0, 2, 0, 2,    0.05,    0.10,   -0.10,    0.05,    0.02,    0.00,   -0.02,   -0.13
     1, 0,-1, 0, 2, 0,    0.00,   -0.08,    0.08,    0.00,   -0.02,    0.00,    0.00,    0.13
     1, 0, 0, 0, 2, 0,   -0.01,   -1.21,    1.21,   -0.01,   -0.31,    0.00,    0.02,    2.10
     1, 0, 0, 0, 2,-1,    0.00,   -0.24,    0.24,    0.00,   -0.06,    0.00,    0.00,    0.41
     1, 2, 0, 0, 0, 0,    0.03,   -0.61,    0.61,    0.03,   -0.16,    0.00,   -0.01,    1.11
     1, 2, 0, 0, 0,-1,    0.01,   -0.12,    0.12,    0.01,   -0.03,    0.00,    0.00,    0.22
     1, 0, 0, 2, 0, 2,    0.27,   -4.09,    4.09,    0.27,   -1.10,   -0.01,   -0.07,    7.44
     1, 0, 0, 2, 0, 1,    0.18,   -2.62,    2.62,    0.18,   -0.71,   -0.01,   -0.05,    4.77
     1, 0, 0, 2, 0, 0,    0.04,   -0.55,    0.55,    0.04,   -0.15,    0.00,   -0.01,    1.00
     1, 1, 0, 0, 2, 0,    0.10,   -0.23,    0.23,    0.10,   -0.07,    0.00,   -0.03,    0.51
     1,-1, 0, 2, 2, 2,    0.08,   -0.17,    0.17,    0.08,   -0.06,    0.00,   -0.02,    0.39
     1,-1, 0, 2, 2, 1,    0.05,   -0.11,    0.11,    0.05,   -0.04,    0.00,   -0.01,    0.25
     1, 3, 0, 0, 0, 0,    0.03,   -0.06,    0.06,    0.03,   -0.02,    0.00,   -0.01,    0.13
     1, 1, 0, 2, 0, 2,    0.45,   -0.93,    0.93,    0.45,   -0.31,   -0.02,   -0.13,    2.13
     1, 1, 0, 2, 0, 1,    0.29,   -0.60,    0.60,    0.29,   -0.20,   -0.01,   -0.08,    1.37
     1, 1, 0, 2, 0, 0,    0.06,   -0.13,    0.13,    0.06,   -0.04,    0.00,   -0.02,    0.29
     1, 0, 0, 2, 2, 2,    0.12,   -0.18,    0.18,    0.12,   -0.06,    0.00,   -0.03,    0.44
     1, 0, 0, 2, 2, 1,    0.08,   -0.11,    0.11,    0.08,   -0.04,    0.00,   -0.02,    0.28
     1, 2, 0, 2, 0, 2,    0.11,   -0.15,    0.15,    0.11,   -0.05,    0.00,   -0.02,    0.38
     1, 2, 0, 2, 0, 1,    0.07,   -0.10,    0.10,    0.07,   -0.03,    0.00,   -0.01,    0.24
     1, 1, 0, 2, 2, 2,    0.04,   -0.05,    0.05,    0.04,   -0.02,    0.00,    0.00,    0.13
     2,-4, 0,-2, 0,-2,   -0.01,    0.04,    0.09,    0.01,   -0.01,    0.00,    0.00,    0.12
     2,-2, 0,-2,-2,-2,   -0.07,    0.15,    0.36,    0.06,   -0.04,    0.00,   -0.01,    0.50
     2, 0, 0,-2,-4,-2,   -0.05,    0.08,    0.21,    0.04,   -0.03,    0.00,   -0.01,    0.30
     2,-3, 0,-2, 0,-2,   -0.35,    0.13,    0.60,    0.22,   -0.09,   -0.01,   -0.13,    1.02
     2,-1, 0,-2,-2,-2,   -0.98,    0.25,    1.46,    0.61,   -0.22,   -0.03,   -0.38,    2.58
     2,-1, 1,-2,-2,-2,   -0.08,    0.02,    0.11,    0.05,   -0.02,    0.00,   -0.03,    0.19
     2, 1, 0,-2,-4,-2,   -0.20,    0.03,    0.26,    0.12,   -0.04,   -0.01,   -0.08,    0.49
     2,-2,-1,-2, 0,-2,    0.07,    0.01,   -0.04,   -0.04,    0.01,    0.00,    0.03,   -0.10
     2,-2, 0,-2, 0,-1,    0.19,    0.02,   -0.12,   -0.11,    0.02,    0.01,    0.08,   -0.28
     2,-2, 0,-2, 0,-2,   -5.17,   -0.50,    3.14,    2.97,   -0.64,   -0.18,   -2.10,    7.45
     2, 0,-1,-2,-2,-2,    0.09,    0.01,   -0.05,   -0.05,    0.01,    0.00,    0.04,   -0.13
     2,-2, 1,-2, 0,-2,   -0.08,   -0.01,    0.05,    0.05,   -0.01,    0.00,   -0.03,    0.11
     2, 0, 0,-2,-2,-1,    0.25,    0.03,   -0.13,   -0.14,    0.03,    0.01,    0.10,   -0.33
     2, 0, 0,-2,-2,-2,   -6.57,   -0.79,    3.49,    3.76,   -0.75,   -0.23,   -2.65,    8.74
     2, 0, 1,-2,-2,-2,   -0.46,   -0.06,    0.22,    0.26,   -0.05,   -0.02,   -0.18,    0.58
     2, 2, 0,-2,-4,-2,   -0.21,   -0.03,    0.10,    0.12,   -0.02,   -0.01,   -0.08,    0.26
     2,-3, 0,-2, 2,-2,    0.17,    0.03,   -0.04,   -0.09,    0.01,    0.01,    0.06,   -0.15
     2,-1,-1,-2, 0,-2,    0.44,    0.07,   -0.11,   -0.25,    0.03,    0.01,    0.16,   -0.39
     2, 1, 0,-4, 0,-2,    0.20,    0.03,   -0.05,   -0.12,    0.01,    0.01,    0.07,   -0.18
     2,-1, 0,-2, 0,-1,    1.98,    0.33,   -0.47,   -1.13,    0.14,    0.06,    0.73,   -1.71
     2,-1, 0,-2, 0,-2,  -53.18,   -8.81,   12.56,   30.30,   -3.84,   -1.64,  -19.54,   45.75
     2, 1,-1,-2,-2,-2,    0.10,    0.02,   -0.02,   -0.06,    0.01,    0.00,    0.04,   -0.08
     2, 0, 0,-2,-1,-2,    0.29,    0.05,   -0.07,   -0.17,    0.02,    0.01,    0.11,   -0.24
     2,-1, 1,-2, 0,-2,   -0.51,   -0.08,    0.11,    0.29,   -0.04,   -0.02,   -0.18,    0.42
     2, 1, 0,-2,-2,-1,    0.39,    0.06,   -0.08,   -0.22,    0.03,    0.01,    0.14,   -0.32
     2, 1, 0,-2,-2,-2,  -10.40,   -1.68,    2.20,    5.94,   -0.71,   -0.31,   -3.74,    8.47
     2, 1, 1,-2,-2,-2,   -0.49,   -0.08,    0.10,    0.28,   -0.03,   -0.01,   -0.17,    0.39
     2, 0, 0,-4, 2,-2,    0.14,    0.01,   -0.02,   -0.08,    0.01,    0.00,    0.04,   -0.09
     2,-2, 0,-2, 2,-2,    0.97,    0.10,   -0.14,   -0.56,    0.05,    0.02,    0.30,   -0.63
     2, 0,-1,-2, 0,-2,    1.12,    0.11,   -0.16,   -0.65,    0.06,    0.03,    0.34,   -0.71
     2, 0, 0,-2, 0, 0,   -0.17,   -0.02,    0.02,    0.10,   -0.01,    0.00,   -0.05,    0.11
     2, 0, 0,-2, 0,-1,   12.19,    1.08,   -1.74,   -7.14,    0.63,    0.30,    3.68,   -7.68
     2, 0, 0,-2, 0,-2, -326.96,  -28.72,   46.64,  191.61,  -16.94,   -8.11,  -98.46,  205.67
     2,-2, 0, 0, 0, 0,   -0.19,   -0.02,    0.03,    0.11,   -0.01,    0.00,   -0.06,    0.12
     2, 0, 1,-2, 0,-2,   -1.00,   -0.08,    0.14,    0.59,   -0.05,   -0.02,   -0.29,    0.62
     2, 2, 0,-2,-2,-2,    0.19,    0.01,   -0.03,   -0.11,    0.01,    0.00,    0.05,   -0.12
     2, 0, 0, 0,-2, 0,   -0.39,   -0.03,    0.06,    0.23,   -0.02,   -0.01,   -0.11,    0.24
     2, 0, 0, 0,-2,-1,    0.19,    0.01,   -0.03,   -0.11,    0.01,    0.00,    0.05,   -0.11
     2,-1,-1,-2, 2,-2,    0.12,    0.00,   -0.02,   -0.07,    0.01,    0.00,    0.03,   -0.07
     2,-1, 0,-2, 2,-1,   -0.11,    0.01,    0.02,    0.07,   -0.01,    0.00,   -0.03,    0.07
     2,-1, 0,-2, 2,-2,    2.52,   -0.14,   -0.48,   -1.54,    0.12,    0.05,    0.57,   -1.49
     2, 1, 0,-2, 0,-1,   -0.35,    0.03,    0.07,    0.22,   -0.02,   -0.01,   -0.07,    0.21
     2, 1, 0,-2, 0,-2,    9.66,   -0.81,   -2.00,   -5.95,    0.46,    0.16,    2.04,   -5.75
     2,-1, 0, 0, 0, 0,   -2.42,    0.21,    0.51,    1.49,   -0.12,   -0.04,   -0.51,    1.44
     2,-1, 0, 0, 0,-1,   -1.07,    0.09,    0.22,    0.66,   -0.05,   -0.02,   -0.22,    0.64
     2,-1, 0, 0, 0,-2,   -0.15,    0.01,    0.03,    0.09,   -0.01,    0.00,   -0.03,    0.09
     2, 1, 0, 0,-2, 0,   -0.46,    0.05,    0.11,    0.29,   -0.02,   -0.01,   -0.09,    0.28
     2, 1, 0, 0,-2,-1,   -0.22,    0.03,    0.05,    0.14,   -0.01,    0.00,   -0.04,    0.13
     2, 0,-2,-2, 2,-2,   -0.36,    0.10,    0.12,    0.23,   -0.02,    0.00,   -0.05,    0.25
     2, 0,-1,-2, 2,-2,   -8.89,    2.57,    3.20,    5.78,   -0.49,   -0.08,   -1.04,    6.14
     2, 0, 0,-2, 2,-1,   -0.34,    0.11,    0.13,    0.22,   -0.02,    0.00,   -0.04,    0.24
     2, 0, 0,-2, 2,-2, -134.55,   69.53,   70.34,   85.37,   -8.44,   -0.71,   -8.92,  106.06
     2, 0, 1,-2, 2,-2,    1.25,   -0.42,   -0.50,   -0.82,    0.07,    0.01,    0.12,   -0.91
     2, 0,-1, 0, 0, 0,   -0.32,    0.11,    0.13,    0.21,   -0.02,    0.00,   -0.03,    0.23
     2, 0, 0, 0, 0, 1,    0.52,   -0.19,   -0.22,   -0.34,    0.03,    0.00,    0.04,   -0.38
     2, 0, 0, 0, 0, 0,  -40.28,   14.62,   17.05,   26.66,   -2.37,   -0.27,   -3.40,   29.86
     2, 0, 0, 0, 0,-1,  -12.00,    4.37,    5.09,    7.95,   -0.71,   -0.08,   -1.01,    8.91
     2, 0, 0, 0, 0,-2,   -1.30,    0.48,    0.55,    0.86,   -0.08,   -0.01,   -0.11,    0.97
     2, 0, 1, 0, 0, 0,   -0.31,    0.12,    0.14,    0.21,   -0.02,    0.00,   -0.02,    0.24
     2, 0, 0, 2,-2, 2,   -0.27,    0.11,    0.13,    0.18,   -0.02,    0.00,   -0.02,    0.21
     2,-1, 0, 0, 2, 0,   -0.37,    0.27,    0.28,    0.26,   -0.03,    0.00,    0.03,    0.39
     2,-1, 0, 0, 2,-1,   -0.16,    0.12,    0.12,    0.12,   -0.01,    0.00,    0.01,    0.17
     2, 1, 0, 0, 0, 0,   -1.86,    1.50,    1.58,    1.36,   -0.16,    0.01,    0.19,    2.11 
     2, 1, 0, 0, 0,-1,   -0.81,    0.65,    0.69,    0.59,   -0.07,    0.01,    0.08,    0.92 
     2, 1, 0, 0, 0,-2,   -0.09,    0.07,    0.08,    0.07,   -0.01,    0.00,    0.01,    0.10 
     2, 0, 0, 0, 2, 0,   -0.23,    0.34,    0.36,    0.19,   -0.03,    0.01,    0.09,    0.43 
     2, 0, 0, 0, 2,-1,   -0.10,    0.15,    0.15,    0.08,   -0.01,    0.00,    0.04,    0.19 
     2, 2, 0, 0, 0, 0,   -0.11,    0.17,    0.19,    0.09,   -0.02,    0.00,    0.05,    0.22 
     2, 0, 0, 2, 0, 2,   -0.34,    0.56,    0.59,    0.29,   -0.05,    0.01,    0.15,    0.71 
     2, 0, 0, 2, 0, 1,   -0.29,    0.48,    0.51,    0.25,   -0.05,    0.01,    0.13,    0.61 
     2, 0, 0, 2, 0, 0,   -0.10,    0.16,    0.17,    0.08,   -0.02,    0.00,    0.04,    0.20 
     2, 1, 0, 2, 0, 2,   -0.04,    0.13,    0.14,    0.04,   -0.01,    0.00,    0.04,    0.17 
     2, 1, 0, 2, 0, 1,   -0.03,    0.11,    0.12,    0.04,   -0.01,    0.00,    0.04,    0.14 
